ad_id,json_key,image_path,competitor,all_categories,all_categories_full,all_sentiments,all_sentiments_full,objects_symbols
174570,10/174570.png,./10/174570.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|amused|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Eager(hungry,thirsty,passionate)",Fun/Excitement/Stretch|Fun/Excitement|flavors/mixture/candy|epic/cinematic |rainbow explosion
176611,10/176611.png,./10/176611.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|confident|alert,"Creative(inventive,productive)|Confident(assured,strong,healthy)|Alert(attentive,curious)",Energy/Hard work/Sport|athleticism|energy/work|Energy/Effort|Target
177532,10/177532.png,./10/177532.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|amused|alert,"Creative(inventive,productive)|Amused(humored,laughing)|Alert(attentive,curious)",Leisure|Skateboard|Recreation|car/fun|adventure
177226,10/177226.png,./10/177226.png,soda,soda,"Soda, juice, milk, energy drinks, water",manly|creative|fashionable|inspired,"Manly|Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Inspired(motivated,ambitious,empowered,hopeful,determined)",energy|more energy|Mysterious|Energy|energy/ sexual energy
173291,10/173291.png,./10/173291.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",fashionable|feminine,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Beauty|Classic/Elegant|beauty/attention|Beauty/Classiness
172975,10/172975.png,./10/172975.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",feminine|confident|fashionable|active,"Feminine(womanly,girlish)|Confident(assured,strong,healthy)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Feminine/Pretty|active/stylish|Energy/Quirkiness
170949,10/170949.png,./10/170949.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager|cheerful|amazed|active,"Eager(hungry,thirsty,passionate)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Icecream|icecream cups
171345,10/171345.png,./10/171345.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",fashionable|alarmed|disturbed|feminine|persuaded|educated|emotional,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Alarmed(concerned,worried,anxious,overwhelmed)|Disturbed(disgusted,shocked)|Feminine(womanly,girlish)|Persuaded(impressed,enchanted,immersed)|Educated(informed,enlightened,smart,savvy,intelligent)|Emotional(vulnerable,moved,nostalgic,reminiscent)","Thin skin|dry, paper|wooden|skin repair|flawed, copy"
170672,10/170672.png,./10/170672.png,restaurant,restaurant,"Restaurants, cafe, fast food",alert|eager|manly|creative|amused,"Alert(attentive,curious)|Eager(hungry,thirsty,passionate)|Manly|Creative(inventive,productive)|Amused(humored,laughing)",Eager|spicy chicken|Cow signage|Fire|humor
171474,10/171474.png,./10/171474.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",Candy
172471,10/172471.png,./10/172471.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Paradise|Exotic/Tropical
170290,10/170290.png,./10/170290.png,seasoning,seasoning,"Seasoning, condiments, ketchup",creative|inspired|eager,"Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",Heinz Ketchup|HOT|Hot|ketchup|The Senses 
172697,10/172697.png,./10/172697.png,financial,financial,"Financial services (banks, credit cards, investment firms, etc.)",confident|alert|inspired|active,"Confident(assured,strong,healthy)|Alert(attentive,curious)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Adventure/Travel|Freedom/Adventure|freedom/adventure|Accomplishment|Adventure/Explore
170521,10/170521.png,./10/170521.png,alcohol,alcohol|soda,"Alcohol|Soda, juice, milk, energy drinks, water",eager|creative|cheerful|active,"Eager(hungry,thirsty,passionate)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",COUNTRIES|sport/soccer|Alcohol = Victory|Unity
171947,10/171947.png,./10/171947.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",educated|amazed|eager,"Educated(informed,enlightened,smart,savvy,intelligent)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Eager(hungry,thirsty,passionate)",SNACK TIME|Happy |chocolate
170889,10/170889.png,./10/170889.png,healthcare,healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",creative|educated|active,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Heart care|community love|vitality|get a heart screening
170916,10/170916.png,./10/170916.png,coffee,coffee,"Coffee, tea",alert|alarmed|manly|creative|emotional,"Alert(attentive,curious)|Alarmed(concerned,worried,anxious,overwhelmed)|Manly|Creative(inventive,productive)|Emotional(vulnerable,moved,nostalgic,reminiscent)",domination|punishment|the husband is spanking the wife for not checking the brand |punishment
176558,10/176558.png,./10/176558.png,beauty,beauty|other_service,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)|Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",creative|conscious,"Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)",Grooming|beared personalties|Advertising/Shaving/Cat|Masculinity|advertising
174960,10/174960.png,./10/174960.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",persuaded|creative|eager,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Eaten Toblerone|candy bar|no symbol detected|Sneakiness|eating/food
176694,10/176694.png,./10/176694.png,education,education,"Education (universities, colleges, kindergarten, online degrees, etc.)",alert|alarmed|amazed|persuaded|creative,"Alert(attentive,curious)|Alarmed(concerned,worried,anxious,overwhelmed)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)",fighting|Domestic Violence|intervention|satire/family drama|head
173348,10/173348.png,./10/173348.png,chocolate,chocolate|restaurant,"Chocolate, cookies, candy, ice cream|Restaurants, cafe, fast food",fashionable|eager|feminine|creative|cheerful|conscious|calm,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)|Feminine(womanly,girlish)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Conscious(aware,thoughtful,prepared)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",Winter/Cold|cold weather|winter|Dessert/Winter|Christmas/Winter
177931,10/177931.png,./10/177931.png,animal_right,animal_right,"Animal rights, animal abuse",educated|alert|conscious,"Educated(informed,enlightened,smart,savvy,intelligent)|Alert(attentive,curious)|Conscious(aware,thoughtful,prepared)",dancing with the stars/fur free|Nudity|beauty/sexiness|animal cruelty|naked
177097,10/177097.png,./10/177097.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",confident|fashionable|eager,"Confident(assured,strong,healthy)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)",Breakfast/dessert|Diet|food|variety|ICE CREAM FOR BREAKFAST
173802,10/173802.png,./10/173802.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",eager|educated|alert|active,"Eager(hungry,thirsty,passionate)|Educated(informed,enlightened,smart,savvy,intelligent)|Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",sports|football/sports|Wealth/Fame/Success
171347,10/171347.png,./10/171347.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",fashionable|eager|inspired|educated|empathetic,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Educated(informed,enlightened,smart,savvy,intelligent)|Empathetic(sympathetic,supportive,understanding,receptive)",Positive body|beauty|honest realistic 
173946,10/173946.png,./10/173946.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|conscious|active,"Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Homemade|tasty / delicious|flavorful
173322,10/173322.png,./10/173322.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",manly|fashionable|inspired,"Manly|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Inspired(motivated,ambitious,empowered,hopeful,determined)",Rebel/Mancho|desire / sexuality|sexy|sexy/mysterious/adventure|Coolness
173279,10/173279.png,./10/173279.png,chips,chips|chocolate,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Chocolate, cookies, candy, ice cream",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Quality/Medal|Simplicity
171413,10/171413.png,./10/171413.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|cheerful|amused,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)",seasons/fall|pumpkinie goodness|Seasonal|fall
174865,10/174865.png,./10/174865.png,sports,sports|clothing,"Sports equipment and activities|Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",conscious|active,"Conscious(aware,thoughtful,prepared)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Supernatural|Supernatural/Freedom|angel/supernatural|wings/flying/fast|angel/superhuman
171945,10/171945.png,./10/171945.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",fashionable|alert|amazed|creative|educated,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Alert(attentive,curious)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)",electricity|TRAVELLING|Save the Planet|innovative
170003,10/170003.png,./10/170003.png,beauty,beauty|cleaning,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)|Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",fashionable|feminine|creative|cheerful|confident|inspired|empathetic,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Confident(assured,strong,healthy)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Empathetic(sympathetic,supportive,understanding,receptive)",women with curves|freshness|Dove Products
171501,10/171501.png,./10/171501.png,environment,environment|animal_right,"Environment, nature, pollution, wildlife|Animal rights, animal abuse",angry|amazed|disturbed|persuaded|educated|emotional,"Angry(annoyed,irritated)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Disturbed(disgusted,shocked)|Persuaded(impressed,enchanted,immersed)|Educated(informed,enlightened,smart,savvy,intelligent)|Emotional(vulnerable,moved,nostalgic,reminiscent)",potential disease|death of children|No meat|Thirst/Poverty|hungery children
176267,10/176267.png,./10/176267.png,chips,chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Excess|Hot / Spicy|Flames|food|spicy
175583,10/175583.png,./10/175583.png,home_improvement,home_improvement|clothing,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)|Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|educated|calm,"Creative(inventive,productive)|Educated(informed,enlightened,smart,savvy,intelligent)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",Empty|Emptiness/Loneliness|emptiness/space|organisation |Environment/Energy
172728,10/172728.png,./10/172728.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",creative|fashionable|feminine,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Love/Romance|fun/exciting/attractive|Fun
176623,10/176623.png,./10/176623.png,animal_right,animal_right,"Animal rights, animal abuse",creative|alert,"Creative(inventive,productive)|Alert(attentive,curious)",Harming/Death/Make up/ Harmful Chemicals|anti-animal testing|animal cruelty|Animal ingredients|Injury
172102,10/172102.png,./10/172102.png,healthcare,healthcare|smoking_alcohol_abuse|topic_drug abuse,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)|Smoking, alcohol abuse|topic_drug abuse",alert|active|alarmed|afraid|disturbed,"Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Alarmed(concerned,worried,anxious,overwhelmed)|Afraid(horrified,scared,fearful)|Disturbed(disgusted,shocked)",Ugliness|Self Mutilation/Harmful|selfdestruction|Disease/Sickness|Meth/Addicit/Addiction
171149,10/171149.png,./10/171149.png,shopping,shopping,"Shopping (department stores, drug stores, groceries, etc.)",creative|thrifty,"Creative(inventive,productive)|Thrifty(frugal)",Electronics
177446,10/177446.png,./10/177446.png,environment,environment,"Environment, nature, pollution, wildlife",manly|creative,"Manly|Creative(inventive,productive)",Wrath|abuse|Pollution/danger|environment|Pollution
170240,10/170240.png,./10/170240.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|youthful|alert|eager,"Creative(inventive,productive)|Youthful(childlike)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",imagination|Sizes|growth|size|Back to school
177095,10/177095.png,./10/177095.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",fashionable|alert|disturbed,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Alert(attentive,curious)|Disturbed(disgusted,shocked)",Work|Construction|precision|pet weight control|A GOOD WRENCHING GOES FAR
172291,10/172291.png,./10/172291.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Protect/Guard|peaceful/quiet/relaxing|Vacation/Seaside
174954,10/174954.png,./10/174954.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|amused|eager,"Creative(inventive,productive)|Amused(humored,laughing)|Eager(hungry,thirsty,passionate)",Eaten Toblerone|candy bar|hiding|Sneakiness|guilt/mischievousness 
170945,10/170945.png,./10/170945.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",cheerful|amazed|inspired|eager,"Cheerful(delighted,happy,joyful,carefree,optimistic)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",Icecream|flowers|variety
173075,10/173075.png,./10/173075.png,soda,soda,"Soda, juice, milk, energy drinks, water",eager|amazed|creative|cheerful|confident,"Eager(hungry,thirsty,passionate)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Confident(assured,strong,healthy)",Sexy|Happiness/Beauty|fun/refreshing
172346,10/172346.png,./10/172346.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",ice cream store|fancy|Multitude
172498,10/172498.png,./10/172498.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|inspired|active,"Manly|Inspired(motivated,ambitious,empowered,hopeful,determined)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",china/exotic|spring/pretty
172128,10/172128.png,./10/172128.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",active|fashionable|feminine,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Image/Reflection|beauty|Beauty/Elegance|Feminim/Glamorous
172713,10/172713.png,./10/172713.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",manly|creative|feminine,"Manly|Creative(inventive,productive)|Feminine(womanly,girlish)",love|sexy/sex/nudity|vulnerability|Emotion
174122,10/174122.png,./10/174122.png,topic_Condom use advocacy,topic_Condom use advocacy|topic_health-related public service announcement|healthcare,"topic_Condom use advocacy|topic_health-related public service announcement|Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",alert|amazed|feminine|creative|amused|conscious|educated|empathetic|pessimistic,"Alert(attentive,curious)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Feminine(womanly,girlish)|Creative(inventive,productive)|Amused(humored,laughing)|Conscious(aware,thoughtful,prepared)|Educated(informed,enlightened,smart,savvy,intelligent)|Empathetic(sympathetic,supportive,understanding,receptive)|Pessimistic(skeptical)",abnormal|unplanned/unexpected|Pregnancy|Pregnancy|Pregnancy/Inception
174346,10/174346.png,./10/174346.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|alert|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",Consumption/Fun|Fun/Dunking|mirth|cookies/sweets|Milk mustashe
171988,10/171988.png,./10/171988.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|creative|conscious,"Manly|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)",LOW STATUS|shame|embarrassed|Smugness/Superiority
171994,10/171994.png,./10/171994.png,chips,chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",manly|cheerful|eager,"Manly|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",family|Edible Family|togetherness|Pepperage Farm Goldfish|Food
173544,10/173544.png,./10/173544.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|conscious|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Conscious(aware,thoughtful,prepared)|Eager(hungry,thirsty,passionate)",Heavenly/Light|big taste|light/airy|heavenly
176184,10/176184.png,./10/176184.png,alcohol,alcohol,Alcohol,active|inspired|eager,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",marriage|Marriage|Embarassment|love|intresting
174030,10/174030.png,./10/174030.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|amused|alert|eager,"Creative(inventive,productive)|Amused(humored,laughing)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",Witchcraft|satanic|satan/hell|Hunger/Spicy|satanism/death 
170669,10/170669.png,./10/170669.png,chips,chips|chocolate,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Chocolate, cookies, candy, ice cream",alert|eager|persuaded|creative|youthful|amused|emotional,"Alert(attentive,curious)|Eager(hungry,thirsty,passionate)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Youthful(childlike)|Amused(humored,laughing)|Emotional(vulnerable,moved,nostalgic,reminiscent)",distraction|enjoyable snack|everyone wants one|entertainment
172100,10/172100.png,./10/172100.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|alert|eager,"Creative(inventive,productive)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",ice cream|quality
177058,10/177058.png,./10/177058.png,financial,financial|other_service,"Financial services (banks, credit cards, investment firms, etc.)|Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",creative|empathetic|conscious,"Creative(inventive,productive)|Empathetic(sympathetic,supportive,understanding,receptive)|Conscious(aware,thoughtful,prepared)",disaster|Danger|danger|Danger|connection
173908,10/173908.png,./10/173908.png,restaurant,restaurant,"Restaurants, cafe, fast food",active|inspired|eager,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)","dancing, happiness|delicious/exciting|wild nature|Party/Excitement/Spicy"
173800,10/173800.png,./10/173800.png,beauty,beauty|environment|seasoning,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)|Environment, nature, pollution, wildlife|Seasoning, condiments, ketchup",eager|persuaded|creative|amused|educated,"Eager(hungry,thirsty,passionate)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Amused(humored,laughing)|Educated(informed,enlightened,smart,savvy,intelligent)","Perfect Condiment, Delicious|Topper/The Best|doesn't belong|strawberry topping|coat/repel"
170960,10/170960.png,./10/170960.png,topic_pest control,topic_pest control|home_improvement|topic_Pest control,"topic_pest control|Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)|topic_Pest control",alarmed|creative|alert,"Alarmed(concerned,worried,anxious,overwhelmed)|Creative(inventive,productive)|Alert(attentive,curious)",FIRECRACKER|Cockroaches
177946,10/177946.png,./10/177946.png,animal_right,animal_right,"Animal rights, animal abuse",cheerful|amused|alert|conscious,"Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Alert(attentive,curious)|Conscious(aware,thoughtful,prepared)",Cute|pet adoption|cat|Adopt|Thoughts
173189,10/173189.png,./10/173189.png,animal_right,animal_right,"Animal rights, animal abuse",grateful|fashionable|amazed|feminine,"Grateful(thankful)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Feminine(womanly,girlish)",Motherhood/Exposed|Motherhood/Abuse|cold/inhumane|motherhood|Pregnancy/Loss/Beauty
173110,10/173110.png,./10/173110.png,restaurant,restaurant,"Restaurants, cafe, fast food",alert|eager|amazed|creative|cheerful,"Alert(attentive,curious)|Eager(hungry,thirsty,passionate)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)",Holiday/Celebrate|celebration|patriotic|celebration/independence day|America
173964,10/173964.png,./10/173964.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",eager,"Eager(hungry,thirsty,passionate)",Upside down|Thick ice cream|Flipped/Insanely Good|Flipped |Farm fresh
171125,10/171125.png,./10/171125.png,restaurant,restaurant,"Restaurants, cafe, fast food",manly|eager|thrifty|active,"Manly|Eager(hungry,thirsty,passionate)|Thrifty(frugal)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",food/nourishment|Big Taste
171833,10/171833.png,./10/171833.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|alert|eager,"Creative(inventive,productive)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",unique|urban
170928,10/170928.png,./10/170928.png,soda,soda,"Soda, juice, milk, energy drinks, water",cheerful|fashionable|calm|active,"Cheerful(delighted,happy,joyful,carefree,optimistic)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)","unity, togetherness|IN ONE ACCORD|harmony/peace|unity "
174114,10/174114.png,./10/174114.png,shopping,shopping|chocolate|restaurant,"Shopping (department stores, drug stores, groceries, etc.)|Chocolate, cookies, candy, ice cream|Restaurants, cafe, fast food",creative|amazed|eager,"Creative(inventive,productive)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Eager(hungry,thirsty,passionate)",no symbol detected|Impostor/knock off|Womanhood|face/fraud/imposter|Imitation/Awareness
173847,10/173847.png,./10/173847.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|confident|grateful,"Creative(inventive,productive)|Confident(assured,strong,healthy)|Grateful(thankful)",refreshment/movement/energy/health|hydration/refreshing|Freshness|Thirst/Excitement|healthy/hydrating
173145,10/173145.png,./10/173145.png,gambling,gambling,"Gambling (lotteries, casinos, etc.)",creative|alert|conscious,"Creative(inventive,productive)|Alert(attentive,curious)|Conscious(aware,thoughtful,prepared)",Gamble/Breast|breasts/sex/lottery|Breast implants|Sex/Gambling|body parts
171383,10/171383.png,./10/171383.png,self_esteem,self_esteem,"Self esteem, bullying, cyber bullying",alarmed|empathetic|calm|active,"Alarmed(concerned,worried,anxious,overwhelmed)|Empathetic(sympathetic,supportive,understanding,receptive)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",love|love|self love
176008,10/176008.png,./10/176008.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",amazed|creative|amused|inspired|empathetic,"Amazed(surprised,astonished,awed,fascinated,intrigued)|Creative(inventive,productive)|Amused(humored,laughing)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Empathetic(sympathetic,supportive,understanding,receptive)",cookie|Creme|Delicious|Decadence|Satisfaction
171919,10/171919.png,./10/171919.png,chips,chips|shopping,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Shopping (department stores, drug stores, groceries, etc.)",creative|youthful|active,"Creative(inventive,productive)|Youthful(childlike)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",French fries|The bag and Granny's hands|annoying|classic grandma and grandchild
174498,10/174498.png,./10/174498.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|cheerful|alert,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Alert(attentive,curious)",emasculated|Wide appeal|fame/luxury/servants|Sexism/Change|celebrity
170685,10/170685.png,./10/170685.png,chips,chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",amused|eager,"Amused(humored,laughing)|Eager(hungry,thirsty,passionate)",DELICIOUS|bad breath|vintage|delicious |Gluttony 
172759,10/172759.png,./10/172759.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Hot and Sweet|sweet|Cake|dessert|spicy
173391,10/173391.png,./10/173391.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|amused|eager,"Creative(inventive,productive)|Amused(humored,laughing)|Eager(hungry,thirsty,passionate)",Break Time / Business|Break/Stop Working|meeting over/rest|Business/Disruption|disrupt/break apart
172898,10/172898.png,./10/172898.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|fashionable|eager,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)",Hiding Deliciousness|Hide/Keep to yourself|guilty pleasure|Hiding/Treasuring|Craving/Secrecy
170471,10/170471.png,./10/170471.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|cheerful|amused|conscious,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Conscious(aware,thoughtful,prepared)",SIGNAL LIGHT|light|circle and light|alert
172017,10/172017.png,./10/172017.png,soda,soda,"Soda, juice, milk, energy drinks, water",creative|youthful|eager,"Creative(inventive,productive)|Youthful(childlike)|Eager(hungry,thirsty,passionate)",Refreshing|lemonlime|sprites|Silliness/Interest|Thirst/Excitement
172924,10/172924.png,./10/172924.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|fashionable|active,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Comfort/Light|fun/happiness|Elite|high
