ad_id,json_key,image_path,competitor,all_categories,all_categories_full,all_sentiments,all_sentiments_full,objects_symbols,image_width,image_height,image_format,ocr_text,ocr_word_count,ocr_confidence_avg,text_area_px,image_area_px,text_image_ratio,layout_type,dominant_color_1,dominant_color_2,dominant_color_3,dominant_color_4,dominant_color_5,color_palette_json,extraction_status
170004,10/170004.png,./10/170004.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",fashionable|active|amazed|feminine|calm,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Feminine(womanly,girlish)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",beauty|Logo Name,800,517,PNG,,0,0.0,0,413600,0.0,image_heavy,#505C7F,#E0D0CA,#21151A,#A0B5BE,#9FABC4,"[""#505C7F"", ""#E0D0CA"", ""#21151A"", ""#A0B5BE"", ""#9FABC4""]",success
171963,10/171963.png,./10/171963.png,game,game,Games and toys (including video and mobile games),eager|manly|amazed|amused|youthful|educated|emotional,"Eager(hungry,thirsty,passionate)|Manly|Amazed(surprised,astonished,awed,fascinated,intrigued)|Amused(humored,laughing)|Youthful(childlike)|Educated(informed,enlightened,smart,savvy,intelligent)|Emotional(vulnerable,moved,nostalgic,reminiscent)",western cowboys|Gaming/Entertainment|Stand Off,850,1105,PNG,"COMPLETE PLAYER CONTROL ADJUSTABLE TIME CONTROL of the cowboys © DOUBLE 25¢ COIN CHUTES CHANGING SCENES dimensions: 26%” wide, {interest 24” deep, and 65” high a TV Monitor 67.31. cmW x 60,96 x cmH -MIDWAY MFG. CO.— 10750 Grand Avenue, Franklin Park, Ill. 60131 Phone: (312) 992-2250 PRINTED IN U.S.A.",50,84.54,23433,939250,0.0249,image_heavy,#E3D6C4,#312E26,#AE461B,#AA9474,#B78435,"[""#E3D6C4"", ""#312E26"", ""#AE461B"", ""#AA9474"", ""#B78435""]",success
170900,10/170900.png,./10/170900.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",love|heart/love|Food/Love|heart,1000,1000,PNG,,0,0.0,0,1000000,0.0,image_heavy,#CFAD88,#060504,#5B3021,#7C847C,#7C7C84,"[""#CFAD88"", ""#060504"", ""#5B3021"", ""#7C847C"", ""#7C7C84""]",success
171033,10/171033.png,./10/171033.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|alert|eager,"Creative(inventive,productive)|Alert(attentive,curious)|Eager(hungry,thirsty,passionate)",Through the ages|art|broken|Crushed|art,1200,1600,PNG,"OREO 100° 1912 | MODERN CUBISM This year, OREO turns 100 years young Celebrate the kid inside at oreo.com/birthday. IDE:",20,91.15,19889,1920000,0.0104,image_heavy,#FBF3F3,#2E2E35,#979CA1,#7D7272,#7E7C73,"[""#FBF3F3"", ""#2E2E35"", ""#979CA1"", ""#7D7272"", ""#7E7C73""]",success
172805,10/172805.png,./10/172805.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",youthful|active|fashionable|feminine,"Youthful(childlike)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Friendship/Fun|playfulness/flirtatiousness|Flirty|Carefree/Fun/Attractiveness|fun/youthful/sexy,1280,960,PNG,,0,0.0,0,1228800,0.0,image_heavy,#939194,#2F2D30,#EEECEF,#4D4A4E,#545454,"[""#939194"", ""#2F2D30"", ""#EEECEF"", ""#4D4A4E"", ""#545454""]",success
177924,10/177924.png,./10/177924.png,animal_right,animal_right,"Animal rights, animal abuse",alert|manly|confident|conscious|educated|empathetic,"Alert(attentive,curious)|Manly|Confident(assured,strong,healthy)|Conscious(aware,thoughtful,prepared)|Educated(informed,enlightened,smart,savvy,intelligent)|Empathetic(sympathetic,supportive,understanding,receptive)",animal cruelty|Nature|Nature|Natural|Nature/environment,640,430,PNG,BOYCOTT THE CIRCUS.,3,92.33,15691,275200,0.057,image_heavy,#403D3E,#D3B6A6,#94716A,#A6ABAE,#969BA4,"[""#403D3E"", ""#D3B6A6"", ""#94716A"", ""#A6ABAE"", ""#969BA4""]",success
173826,10/173826.png,./10/173826.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",persuaded|creative|inspired|eager,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",vampire bite|Dracula/Scary|vampire|Quirky|Loss,1024,1535,PNG,» BRAM STOKER FESTIVAL 26-28 OCT facebook.com/oreo,7,91.43,9521,1571840,0.0061,image_heavy,#DBDCDA,#292924,#42BADB,#7E7A76,#748698,"[""#DBDCDA"", ""#292924"", ""#42BADB"", ""#7E7A76"", ""#748698""]",success
174553,10/174553.png,./10/174553.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|active,"Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Valuable/Highly available|Industrialism/Fun|Striking oil/getting rich|party/celebration|city,723,510,PNG,,0,0.0,0,368730,0.0,image_heavy,#C8C8C6,#336086,#BA8846,#B33D38,#7698A4,"[""#C8C8C6"", ""#336086"", ""#BA8846"", ""#B33D38"", ""#7698A4""]",success
173340,10/173340.png,./10/173340.png,restaurant,restaurant,"Restaurants, cafe, fast food",persuaded|creative|cheerful|inspired,"Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Inspired(motivated,ambitious,empowered,hopeful,determined)",take out/convenient|Shopping|company logo|Logo,600,425,PNG,,0,0.0,0,255000,0.0,image_heavy,#8C0B06,#DFD5C0,#580704,#888285,#D36926,"[""#8C0B06"", ""#DFD5C0"", ""#580704"", ""#888285"", ""#D36926""]",success
177048,10/177048.png,./10/177048.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",creative|fashionable|feminine,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)","glamorous|nighttime/intrigue|beauty|dark, sensual|Fragrace",638,442,PNG,MIDNIGHT POISON,2,94.5,3949,281996,0.014,image_heavy,#071635,#B6C2CF,#134A85,#4DA2C6,#166EAD,"[""#071635"", ""#B6C2CF"", ""#134A85"", ""#4DA2C6"", ""#166EAD""]",success
173797,10/173797.png,./10/173797.png,safety,safety|self_esteem|topic_Health,"Safety, safe driving, fire safety|Self esteem, bullying, cyber bullying|topic_Health",alert|active|alarmed|disturbed|conscious|empathetic,"Alert(attentive,curious)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Alarmed(concerned,worried,anxious,overwhelmed)|Disturbed(disgusted,shocked)|Conscious(aware,thoughtful,prepared)|Empathetic(sympathetic,supportive,understanding,receptive)",No symbol detected|Obesity/Problem|unhappy/unhealthy,620,413,PNG,"CHUBBY KIDS BIG BONES MAY NOT FAT KIDS DIDN'T MAKE ME | | FATHER’S EYES, OUTLIVE THEIR | | BECOME FAT THIS WAY. HIS LAUGH AND PARENTS ADULTS. BIG MEALS DID. MAYBE EVEN HIS DIABETES. || | stopeniishoodobesitycom °° @ J",41,85.22,19271,256060,0.0753,image_heavy,#C8BFBC,#1F1D1D,#AD3425,#686868,#A75642,"[""#C8BFBC"", ""#1F1D1D"", ""#AD3425"", ""#686868"", ""#A75642""]",success
171357,10/171357.png,./10/171357.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",fashionable|amazed|feminine|cheerful|confident,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Feminine(womanly,girlish)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Confident(assured,strong,healthy)",beauty at any age|self confidence|aged skin|Body Image/Beauty,1200,790,PNG,many age spots to an anti-aging ad,7,92.57,2694,948000,0.0028,image_heavy,#B7998F,#361D1C,#713836,#835142,#EAE6E4,"[""#B7998F"", ""#361D1C"", ""#713836"", ""#835142"", ""#EAE6E4""]",success
172196,10/172196.png,./10/172196.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",fashionable|eager|amazed|persuaded|creative|confident|empathetic,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Persuaded(impressed,enchanted,immersed)|Creative(inventive,productive)|Confident(assured,strong,healthy)|Empathetic(sympathetic,supportive,understanding,receptive)","Sweetness/Comfort|Sweet, Treat, as good as an ice cream cone|Good as Ice Cream/Same as |Treat|Craving",600,920,PNG,,0,0.0,0,552000,0.0,image_heavy,#25100C,#A5A4C0,#936748,#66453A,#787478,"[""#25100C"", ""#A5A4C0"", ""#936748"", ""#66453A"", ""#787478""]",success
176488,10/176488.png,./10/176488.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|loving|inspired|eager,"Creative(inventive,productive)|Loving(loved,romantic)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Eager(hungry,thirsty,passionate)",nature/power|airplanes|birds|Fast Food/Duck|Jets,1400,668,PNG,,0,0.0,0,935200,0.0,image_heavy,#B9C0AE,#275269,#638B98,#5F4B3C,#976445,"[""#B9C0AE"", ""#275269"", ""#638B98"", ""#5F4B3C"", ""#976445""]",success
174784,10/174784.png,./10/174784.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|cheerful|conscious,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Conscious(aware,thoughtful,prepared)",special|Easter|Love/Christmas|gift|pet/servant,600,800,PNG,% MASTER CHOCOLATIER SINCE 1845,5,87.6,14523,480000,0.0303,image_heavy,#130F0A,#C2A949,#5E461B,#848C2C,#846C6C,"[""#130F0A"", ""#C2A949"", ""#5E461B"", ""#848C2C"", ""#846C6C""]",success
171262,10/171262.png,./10/171262.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|cheerful|amused|alert,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Alert(attentive,curious)",Fun|Family's Pizza|dominos,1600,1280,PNG,Guarantee Delivery,2,93.5,2459,2048000,0.0012,image_heavy,#082133,#E9D0A3,#134E7B,#176FAA,#419CCF,"[""#082133"", ""#E9D0A3"", ""#134E7B"", ""#176FAA"", ""#419CCF""]",success
172714,10/172714.png,./10/172714.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",angel|angelic|good/wholesome|Heaven,2180,2180,PNG,AuntieAnne’s; pRETZEL,2,77.5,318579,4752400,0.067,image_heavy,#0464B3,#F6BB20,#7A8C64,#7CB4D9,#6EA8D4,"[""#0464B3"", ""#F6BB20"", ""#7A8C64"", ""#7CB4D9"", ""#6EA8D4""]",success
172927,10/172927.png,./10/172927.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|fashionable,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)",Fashion/Stylish|Wealth/Elite,955,650,PNG,,0,0.0,0,620750,0.0,image_heavy,#CBCBCC,#191A1B,#4B4C4D,#6F6F71,#5B5C5B,"[""#CBCBCC"", ""#191A1B"", ""#4B4C4D"", ""#6F6F71"", ""#5B5C5B""]",success
172160,10/172160.png,./10/172160.png,healthcare,healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",creative|alert|conscious,"Creative(inventive,productive)|Alert(attentive,curious)|Conscious(aware,thoughtful,prepared)",Family tree|heart|Heart disease|Heart/Family Tree|Heredity,600,859,PNG,Heart disease can stay in the family for generations. ‘Tin 2 famites are now at risk. Your donation wil help us heip them. ‘Heart Research Centre,26,89.54,14251,515400,0.0277,image_heavy,#380C08,#E2E2DC,#AA9764,#C25F25,#967B84,"[""#380C08"", ""#E2E2DC"", ""#AA9764"", ""#C25F25"", ""#967B84""]",success
171283,10/171283.png,./10/171283.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",creative|fashionable|amazed|feminine,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Feminine(womanly,girlish)",sheer|healthy,300,400,PNG,,0,0.0,0,120000,0.0,image_heavy,#C79777,#392219,#6E3D29,#F0EBE3,#834F32,"[""#C79777"", ""#392219"", ""#6E3D29"", ""#F0EBE3"", ""#834F32""]",success
175373,10/175373.png,./10/175373.png,alcohol,alcohol,Alcohol,creative|cheerful|conscious,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Conscious(aware,thoughtful,prepared)",Large/Significant|Mysteriousness|bottle/vodka|Mysterious/Deep|eclipse/darkness/light,1024,768,PNG,,0,0.0,0,786432,0.0,image_heavy,#060808,#C4C1BC,#5D6060,#79878D,#68798F,"[""#060808"", ""#C4C1BC"", ""#5D6060"", ""#79878D"", ""#68798F""]",success
173975,10/173975.png,./10/173975.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Romance/Dancing|love|romance/couple|Love/Soulmates|Perfect Combination,309,400,PNG,"bold dak chocolate. light golden soulmates,",6,61.83,1682,123600,0.0136,image_heavy,#F5EEDE,#211B16,#C64D1E,#DEC386,#C89749,"[""#F5EEDE"", ""#211B16"", ""#C64D1E"", ""#DEC386"", ""#C89749""]",success
172860,10/172860.png,./10/172860.png,alcohol,alcohol,Alcohol,alert|amazed|feminine|creative|cheerful|amused|conscious|inspired,"Alert(attentive,curious)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Feminine(womanly,girlish)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Amused(humored,laughing)|Conscious(aware,thoughtful,prepared)|Inspired(motivated,ambitious,empowered,hopeful,determined)",Utopia|Trade places|unhealthy|Unexpected|improvement,468,624,PNG,,0,0.0,0,292032,0.0,image_heavy,#D1CBC4,#302B25,#8B857B,#7D6D53,#6C5644,"[""#D1CBC4"", ""#302B25"", ""#8B857B"", ""#7D6D53"", ""#6C5644""]",success
177789,10/177789.png,./10/177789.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|eager,"Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Fish/Detective/Think/Doubtfulness|Fishy|Incognito|Suspicious behavior/Untrustworthy|suspicious,780,407,PNG,,0,0.0,0,317460,0.0,image_heavy,#B5B5B4,#222220,#9C2333,#6C6C6C,#876941,"[""#B5B5B4"", ""#222220"", ""#9C2333"", ""#6C6C6C"", ""#876941""]",success
172261,10/172261.png,./10/172261.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",empathetic|active,"Empathetic(sympathetic,supportive,understanding,receptive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",science fiction|Dark/Mysterious,480,360,PNG,,0,0.0,0,172800,0.0,image_heavy,#0F151D,#B1D1DB,#6499AB,#527B94,#536679,"[""#0F151D"", ""#B1D1DB"", ""#6499AB"", ""#527B94"", ""#536679""]",success
173094,10/173094.png,./10/173094.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|fashionable|alert|calm,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Alert(attentive,curious)|Calm(soothed,peaceful,comforted,fullfilled,cozy)",Intense flavor|Aromatic/Intense flavor|flavorful/desirable|Fruity/Sweet|magical,600,750,PNG,"or Maser Un ty rk estoy wine era cl be fe Par, Mr, Clon, a",15,56.27,5860,450000,0.013,image_heavy,#3C1F1B,#CAC5D9,#7A73AF,#7D4743,#9599C7,"[""#3C1F1B"", ""#CAC5D9"", ""#7A73AF"", ""#7D4743"", ""#9599C7""]",success
175676,10/175676.png,./10/175676.png,restaurant,restaurant,"Restaurants, cafe, fast food",manly|creative|eager,"Manly|Creative(inventive,productive)|Eager(hungry,thirsty,passionate)",Hippie/Sex/Pizza|sex|Sex/Nutrition|sex/food|sex,500,702,PNG,Pisses * WS,3,51.67,21922,351000,0.0625,image_heavy,#D2B497,#A34724,#B07E28,#4C4522,#F0E4DF,"[""#D2B497"", ""#A34724"", ""#B07E28"", ""#4C4522"", ""#F0E4DF""]",success
175609,10/175609.png,./10/175609.png,chocolate,chocolate,"Chocolate, cookies, candy, ice cream",creative|grateful|fashionable|eager,"Creative(inventive,productive)|Grateful(thankful)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)",Excitement/Joy|Excitement/Temptation|messy|celebration|chocolate fusion,600,777,PNG,MAGNUM on,2,95.5,2811,466200,0.006,image_heavy,#F3EBE2,#4D261A,#8B5440,#B48161,#C49880,"[""#F3EBE2"", ""#4D261A"", ""#8B5440"", ""#B48161"", ""#C49880""]",success
174089,10/174089.png,./10/174089.png,petfood,petfood,Pet food,creative|alert,"Creative(inventive,productive)|Alert(attentive,curious)",Innocence/Vulnerability|Cuteness/Caring|pets|Nature/Animals|Animals,1000,750,PNG,,0,0.0,0,750000,0.0,image_heavy,#4B7D89,#EDDADB,#8C8669,#98A89C,#885F4E,"[""#4B7D89"", ""#EDDADB"", ""#8C8669"", ""#98A89C"", ""#885F4E""]",success
173803,10/173803.png,./10/173803.png,chips,chips|shopping|seasoning,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups|Shopping (department stores, drug stores, groceries, etc.)|Seasoning, condiments, ketchup",alert|eager|active|creative|cheerful,"Alert(attentive,curious)|Eager(hungry,thirsty,passionate)|Active(energetic,adventurous,vibrant,enthusiastic,playful)|Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)",indulgence|Family/Home,420,581,PNG,,0,0.0,0,244020,0.0,image_heavy,#E3D3BC,#3D3E3E,#AD9570,#B39242,#82583E,"[""#E3D3BC"", ""#3D3E3E"", ""#AD9570"", ""#B39242"", ""#82583E""]",success
173607,10/173607.png,./10/173607.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",manly|fashionable|inspired|feminine,"Manly|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Inspired(motivated,ambitious,empowered,hopeful,determined)|Feminine(womanly,girlish)",youth/perfecting|Youth/Radiance,450,550,PNG,,0,0.0,0,247500,0.0,image_heavy,#EAD8CC,#432B2A,#A14848,#C2997B,#CF9A42,"[""#EAD8CC"", ""#432B2A"", ""#A14848"", ""#C2997B"", ""#CF9A42""]",success
177200,10/177200.png,./10/177200.png,healthcare,healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",creative|amused|alert|conscious,"Creative(inventive,productive)|Amused(humored,laughing)|Alert(attentive,curious)|Conscious(aware,thoughtful,prepared)",Person|A sickness|spa|smug|athletes/jocks,2880,1468,PNG,"“ um, <4 id ae FDA-approved JUBLIA JubliaRx.com to treat toenail fungus. JUBLIA",13,75.92,824284,4227840,0.195,image_heavy,#A09088,#291E59,#EEE6DF,#62339A,#675641,"[""#A09088"", ""#291E59"", ""#EEE6DF"", ""#62339A"", ""#675641""]",success
172581,10/172581.png,./10/172581.png,beauty,beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",active|fashionable|feminine,"Active(energetic,adventurous,vibrant,enthusiastic,playful)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Feminine(womanly,girlish)",Clumpy/Fake|loud|Youth/Beauty,638,359,PNG,,0,0.0,0,229042,0.0,image_heavy,#E89D6F,#F7E7D9,#5B4533,#A84D30,#CD652B,"[""#E89D6F"", ""#F7E7D9"", ""#5B4533"", ""#A84D30"", ""#CD652B""]",success
171064,10/171064.png,./10/171064.png,travel,travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",alert|alarmed|amazed|creative|conscious,"Alert(attentive,curious)|Alarmed(concerned,worried,anxious,overwhelmed)|Amazed(surprised,astonished,awed,fascinated,intrigued)|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)",Airplane,400,549,PNG,"du 3 au ATI 192) J au GRAND PALAIS, PARIS",10,77.9,17537,219600,0.0799,image_heavy,#D9D3CD,#211C1C,#695E5B,#887F7A,#756E62,"[""#D9D3CD"", ""#211C1C"", ""#695E5B"", ""#887F7A"", ""#756E62""]",success
171213,10/171213.png,./10/171213.png,alcohol,alcohol,Alcohol,fashionable|eager|manly|creative|confident|emotional,"Fashionable(trendy,elegant,beautiful,attractive,sexy)|Eager(hungry,thirsty,passionate)|Manly|Creative(inventive,productive)|Confident(assured,strong,healthy)|Emotional(vulnerable,moved,nostalgic,reminiscent)",Scent|BRAND NAME|alcohol|Alcohol ,700,969,PNG,es FLAVOR BOUQUET “Te Beit of Tao WILLIAM JAMESON IRISH AMERICAN,11,78.73,45682,678300,0.0673,image_heavy,#262625,#E8E8E1,#8B8A87,#74746B,#746C6C,"[""#262625"", ""#E8E8E1"", ""#8B8A87"", ""#74746B"", ""#746C6C""]",success
174388,10/174388.png,./10/174388.png,chips,chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",Consumption|Whimsical/Emptiness|inviting|Happiness|snack/hunger,600,901,PNG,Open for fun.,3,96.0,16544,540600,0.0306,image_heavy,#DB9B2D,#FAF4E0,#9D2832,#6F655B,#F2D97F,"[""#DB9B2D"", ""#FAF4E0"", ""#9D2832"", ""#6F655B"", ""#F2D97F""]",success
177875,10/177875.png,./10/177875.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",creative|inspired,"Creative(inventive,productive)|Inspired(motivated,ambitious,empowered,hopeful,determined)",Traction|Ornament|Secure|Winter|grippy,500,353,PNG,"grip in winter,",3,54.0,878,176500,0.005,image_heavy,#D8DBE1,#9BA7B1,#33465B,#747476,#7A7C7C,"[""#D8DBE1"", ""#9BA7B1"", ""#33465B"", ""#747476"", ""#7A7C7C""]",success
173719,10/173719.png,./10/173719.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|creative|active,"Manly|Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",New Heights|adventure/outdoorsy|rugged/durable/tough/quality|wilderness|Far away,600,399,PNG,Stick it where the hell you like.,7,93.0,1921,239400,0.008,image_heavy,#D2C8D8,#262729,#0973E9,#14ADF8,#737272,"[""#D2C8D8"", ""#262729"", ""#0973E9"", ""#14ADF8"", ""#737272""]",success
172258,10/172258.png,./10/172258.png,cars,cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",manly|creative|active,"Manly|Creative(inventive,productive)|Active(energetic,adventurous,vibrant,enthusiastic,playful)",Speed,480,360,PNG,ASTON. MARTIN VANQUISH,3,72.67,22776,172800,0.1318,image_heavy,#1D1D15,#C2B7AD,#879292,#778092,#C03F2C,"[""#1D1D15"", ""#C2B7AD"", ""#879292"", ""#778092"", ""#C03F2C""]",success
177452,10/177452.png,./10/177452.png,safety,safety|smoking_alcohol_abuse,"Safety, safe driving, fire safety|Smoking, alcohol abuse",creative|confident|conscious|inspired,"Creative(inventive,productive)|Confident(assured,strong,healthy)|Conscious(aware,thoughtful,prepared)|Inspired(motivated,ambitious,empowered,hopeful,determined)",Addiction/ Death|dwindling willpower |smoking|Death/Harmful|Power,600,339,PNG,"POWERS POV "" Weg",4,56.5,4363,203400,0.0215,image_heavy,#1D2A35,#D0AA7E,#6D767C,#839498,#838C9C,"[""#1D2A35"", ""#D0AA7E"", ""#6D767C"", ""#839498"", ""#838C9C""]",success
171271,10/171271.png,./10/171271.png,restaurant,restaurant,"Restaurants, cafe, fast food",creative|cheerful|eager,"Creative(inventive,productive)|Cheerful(delighted,happy,joyful,carefree,optimistic)|Eager(hungry,thirsty,passionate)",Meal|Love/Mother|feast|helpful,750,924,PNG,Introducing ym! Restaura,3,66.0,10915,693000,0.0158,image_heavy,#AF8268,#E5DEDD,#32282C,#F7EC3D,#7F302E,"[""#AF8268"", ""#E5DEDD"", ""#32282C"", ""#F7EC3D"", ""#7F302E""]",success
172326,10/172326.png,./10/172326.png,restaurant,restaurant,"Restaurants, cafe, fast food",thrifty|calm|eager,"Thrifty(frugal)|Calm(soothed,peaceful,comforted,fullfilled,cozy)|Eager(hungry,thirsty,passionate)",Splash/Fun|Excitement/Freshness|filling/value,480,360,PNG,,0,0.0,0,172800,0.0,image_heavy,#8D1C1A,#07070A,#E0CCB5,#DC2323,#7178A0,"[""#8D1C1A"", ""#07070A"", ""#E0CCB5"", ""#DC2323"", ""#7178A0""]",success
170287,10/170287.png,./10/170287.png,clothing,clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",creative|fashionable|inspired,"Creative(inventive,productive)|Fashionable(trendy,elegant,beautiful,attractive,sexy)|Inspired(motivated,ambitious,empowered,hopeful,determined)",DANGEROUS/MYSTERIOUS|Danger|man|Toughness,683,1024,PNG,,0,0.0,0,699392,0.0,image_heavy,#373936,#CECECE,#848483,#A3A4A3,#9B9C9C,"[""#373936"", ""#CECECE"", ""#848483"", ""#A3A4A3"", ""#9B9C9C""]",success
177984,10/177984.png,./10/177984.png,soda,soda,"Soda, juice, milk, energy drinks, water",eager|grateful|creative|conscious|educated,"Eager(hungry,thirsty,passionate)|Grateful(thankful)|Creative(inventive,productive)|Conscious(aware,thoughtful,prepared)|Educated(informed,enlightened,smart,savvy,intelligent)",Wrecking ball|boxing reference|punching bag|Strong|Strong/Potent,678,950,PNG,NEW TASTE DOUBLE THE ENERGY HIT,6,87.17,58741,644100,0.0912,image_heavy,#CDBDBE,#100C0C,#634D4E,#828587,#7C7B84,"[""#CDBDBE"", ""#100C0C"", ""#634D4E"", ""#828587"", ""#7C7B84""]",success
