ad_id,ocr_text,sentiment_polarity,sentiment_subjectivity,top_words,top_keywords
172811,One-minute break. H,0.0,0.0,break,break
173588,vo 9—FF YYT HS L ET. +,0.0,0.0,vo|yyt|hs,et
172031,"‘August 16%, 2010, GT-RR Has Partnered With One Of The Worlds Most Sought-After Engine Builders To Produce The Ultimate GT-R Motor... ‘Asion Martin came to them when they wanted to motor for their Ast...",0.125,0.6531,motor|one|ultimate,gt|motor|2010
177260,"Year AfterYear/ WRIGLEY’S FOUR FAMOUS FLAVORS @SPEARMINT MINT FRUIT K,",0.5,1.0,year|wrigley|four,mint|flavors|year
173896,"bscenely, he feasted on the box of donuts laid before him, not Stopping. at one, two, or even three. He vest until every single sweet of heaven had melted in hig He Knew now, this was what he had been...",0.1571,0.5286,hig|bscenely|feasted,sweet|single|hot
175491,before isibly more beautiful skin from the most unexpected of places — your shower. Dove ou of Vie more hin in ust oe NEW revolutionary line of Body washes dove.com,0.4311,0.6591,isibly|beautiful|skin,dove|oe|body
176662,"(@ ® Rewi n d = Before it's too late. ‘Burning wood for fuel or cutting down trees releases extra carbon into the atmosphere and also releases. (CO, stored in trees and inthe soil allowing solar radia...",-0.1068,0.3344,atmosphere|trees|releases,global|earth|fuel
171973,"Tastes so good it’s almost illegal Nestle’s new S100,00 candy bar IPTION: New $100,000 sn a creamy it’s indy bars are sold",0.1182,0.5023,new|tastes|good,new|nestle|00
173841,PEUGEOT MOTION & EMOTION PEUGEOT’S MENU PRICE SERVICE. DON’T PAY FOR WHAT YOU DON’T NEED. Core,0.0,0.0,peugeot|motion|emotion,don|menu|core
172483,"~, Refer and get up to 9,999! Friends and Associates The More the merrier Refer your friends & family for ‘a Citibank Credit Card & YOU get ‘Guaranteed on each referral card issued. = 2 Cards issued =...",0.5,0.5,issued|cards|refer,cards|friends|card
173338,NEW L@@SE CHANGE MENU,0.1364,0.4545,new|se|change,menu|change|se
171316,GREAT IN EVERY TIME ZONE SEATTLE'S BEST,0.9,0.525,great|every|time,great|best|time
174528,BAF SIT YAVTS 7 ASK. FRI— 4924 17 24,0.0,0.0,baf|sit|yavts,ask|24
172408,"never realized how drying soap was— until | took the Dove Face Test!” 1 imagined a line right down the center of my face, I washed one side fh soap, the other side with rinsed and dried.” “What a diff...",0.0699,0.5416,soap|dove|face,dove|soap|skin
171029,Our cookies have a real crush on fruit. \ So we introduced them \ to our luscious real fruit fillings. Blueberry Strawberry Apricot Raspberry Mango Peach VERONA COOKIES,0.2,0.3,cookies|real|fruit,cookies|real
176539,"7 YL Mom, is that you? Try our new 100% all-natural chicken sandwich.",-0.2318,0.7023,yl|mom|try,sandwich|chicken|try
171085,Its here! Revlons 7 ndelible-Creme’ world’s ereamiest lipstick! fabulous fabulous,0.4,1.0,fabulous|revlons|world,world
173658,T Y NISSAN NAVARA,0.0,0.0,nissan|navara,nissan
177377,SYMBOLS OF RELIEF CASH DONATIONS ARE THE QUICKEST AND MOST EFFECTIVE WAY TO HELP WHEN DISASTER HITS THE AMERICAN FEORLE,0.3667,0.4333,symbols|relief|cash,cash|american|way
171193,"Haagen-Dazs Marc de Champagne Truffle In celebrating this special time of the Year, The Golden Limited Edition flavour from the House of Haagen-Dazs. Noble vanilla ice cream with a fine Marc de Champa...",0.2861,0.4735,marc|de|champagne,dazs|haagen|time
176618,"DON'T WORRY SUGAR, LIFE AFTER ‘FANTA’",0.0,0.0,worry|sugar|life,sugar|life|don
173860,"COURTS Gifts Microsoft! 36: With Computer Purchase Total Value Worth up to $452.70 ‘Personal, NVIDIA GeForce GT720M' (1GB DDR3 RAM) Wireless Keyboard & Mouse 19"" HD Display, Windows 8.1 Microsoft Offi...",0.0738,0.2,wireless|mouse|60,intel|wireless|geforce
171076,OH DEER ITS HARD TO SPEL WHEN YOUR HUNGRY IF YOU KEAP MAKING TYPING MISTAKES GRAB YOURSELF A SNICKERS FAST VISIT OUR FACEBOOK PAGE IF YOUR NOT SHAKING TO MUTCH Of,-0.0458,0.5708,oh|deer|hard,fast|oh|hard
172239,‘THE HOT CHILI BURGER HAS ARRIVED!,0.3125,0.85,hot|chili|burger,hot|burger
172328,ru nd a www.aldf.org HELP US WIN THE C.,0.8,0.4,ru|nd|help,win|org|help
172999,Lire Is A BeauTiFUL LACOSTE,0.85,1.0,lire|beautiful|lacoste,lacoste|beautiful
172957,"Lacoste # pour la sauvegarde des crocodiles, gente Lc pc cnet ce mene | LACOSTE he",0.0,0.0,lacoste|pour|la,lacoste|pc|la
174111,"DON’T DRINK Cut back on soda and other su Go with water, seltzer or low- instead.",-0.0417,0.225,drink|cut|back,cut|low|drink
172011,rw Issued in the public interest by WORLD ENVIRONMENT DAY 2012 | | | | ! | | | | | |,0.0,0.0667,rw|issued|public,2012|world|day
173873,2 a 5 Everybody's different. And that’s only natural. These Gold Baked with real ingredients ‘Zero fat. No artificial preservatives. are natural And there’s one for every taste.,0.1167,0.6167,natural|everybody|different,natural|gold|different
173100,DOUBLE\WHOPPER®) IT JUST TASTES BETTER.,0.5,0.5,tastes|better,double|better|just
175578,CELEBRATE your CUPS with one of OURS. ee strawoerry GET the SKINNY on our PERFECT CUP EVENTS on fj,1.0,1.0,celebrate|cups|one,cup|celebrate|ee
171923,Make your party a success with Ferrero Rocher! —,0.375,0.0,make|party|success,make
176743,"Darling, | said I'm seeing a plastic surgeon, not hiring",0.0,0.0,darling|said|seeing,
172835,"‘Have a break, have a...",0.0,0.0,break,break
171081,Save money. Live better. Walmart,0.3182,0.5,save|money|live,money|save|live
171025,CROTCH Leave your phone out of reach. >,0.0,0.0,crotch|leave|phone,leave|phone
173942,"travel lovers with bakers’ sunrise special stay energized panera paradise ; come in and enjoy for kids: peanut-butter and jelly . grilled cheese. kids deli. bagel, muffin or a wide variety of healthy ...",0.2893,0.4929,panera|kids|travel,kids|peanut|butter
173806,"ACOSTE > PARCOURIR LACOSTE.COM > 3 S » (>) E-SHOP 1933, 1940 1950 1 exons 1 uncut",-0.5,0.8,acoste|parcourir|1933,lacoste|shop|com
173006,N 7 Innovation that oxcitos PERSONALISE YOUR THRILL WITH THE NEW NISSAN JUKE,0.1364,0.4545,innovation|oxcitos|personalise,innovation|nissan|new
175667,E> Delicious and Refreshing for the pause that,0.75,1.0,delicious|refreshing|pause,delicious
174132,ud noises. Cherophobia: Fear of gaiety.,0.0,0.0,ud|noises|cherophobia,
177962,HOOKED ON MEAT? VEG,0.0,0.0,hooked|meat|veg,meat
173509,"America has a tremendous potential for economic growth by encouraging and supporting girls' interest in STEM. When girls succeed, so does society. -Anna Maria Chavez Exe",0.1958,0.6125,girls|america|tremendous,girls|does|america
174608,"NAY 728 Z oa /,",0.0,0.0,nay|728|oa,
173593,) @ = oe,0.0,0.0,oe,oe
170342,"WE HEARD YOU LIKE BURGERS, SO WE PUT BURGERS IN YOUR BURGER. ING. HAVE IT YOUR WAY",0.0,0.0,burgers|heard|like,burger|way|like
171943,HP Supplies. Put the best into your printer and get the best out. The best product comes from supplies you'll revitalise your superior ingredients. And all HP printer and maintain HP supplies work in ...,0.4874,0.519,hp|supplies|best,best|comes|designed
173886,YOUR HAIR YOUR HAIR YOUR HAIR YOUR HAIR YOUR HAIR YOUR HAIR YOUR HAIR YOUR HAIR YOUR HAIR,0.0,0.0,hair,hair
172774,JUST THE JUICE. Tefat,0.0,0.0,juice|tefat,just
176078,"THINK TACO CAN'T DO GOURMET? ‘TRY OUR NEW CITRUS-HERB MARINADE, AND WE THINK YOU'LL CHANGE YOUR MIND. Wontascoss chet Lorena Taco els new Cantina Boul, featuring and ne marinated chicken Taste efor Yo...",-0.0382,0.5227,new|think|taco,try|think|new
170557,Don’t drink and drive,0.0,0.0,drink|drive,drink|drive|don
173435,"You'll never know how good candy can be~ till you've tasted you actually experience the tril for your- sell, you can't imagine what like, No one can. tell you that ic tastes like this or like that, be...",0.3913,0.5377,good|like|candy,good|candy|like
173901,LUST d TURE ANGI ® a,0.0,0.0,lust|ture|angi,
177851,©@™ 2013 Pringles LLC Your piehole just smiled. ~ ir tasty twi: tradition: Limi Edition Pringles |,0.6,0.2,pringles|2013|llc,2013|just
173695,-_ EVER SEEN ONE OF THESE ON THE STREET? NEED ANOTHER ARGUMENT? s50Z,0.0,0.0,ever|seen|one,street|need
177116,who knows water best 7,1.0,0.3,knows|water|best,water|best
177614,HEINZ ORGANIC KETCHUP,0.0,0.0,heinz|organic|ketchup,ketchup
172244,"38 Al, 2,3002 @y 38 OFS’ Al, » 26,0002 wet | 2015. 3.1~ 3.31",-0.1,0.4,38|al|ofs,al|2015
170382,Its smart to stay slim and trim and get ‘Energy lift’ too!,0.2679,0.6429,smart|stay|slim,smart|energy
174938,"Bit Tis Advertising, Design 6 Digital culture ‘bas Spain | Bit Tis snot an advertising agancy, oF a design studi. nora digital ora branding ill his and much more. Bit This! anes communieations that wa...",0.0312,0.375,bit|tis|advertising,bit|advertising|design
174973,"WITH ALL | CHOCOLATE ROLLS Those who buy and eat Chocolate Tootsie Rolls have really “The Say” about them—Watch them ask for more, more, MOre. Retailed at one cent each but no more to be classed with ...",0.1909,0.4506,chocolate|rolls|buy,chocolate|watch|run
170668,"SS C MANCHESTER TO VISIT MANCHESTER: 7] Just spend RM999 or more in a single transaction for your RM1,998 >"" RM2,998 chance to win toh Football Comprehensive Etihad Stadium Tour (exclusive for frst to...",0.2265,0.3372,winners|manchester|exclusive,second|exclusive|purchase
171365,"or, equal or a size At participating locations",0.0,0.25,equal|size|participating,size
171883,4 e ’ = a thu BRUEGGER’S BAGELS,0.0,0.0,thu|bruegger|bagels,
175044,annibals want meat:,0.0,0.0,annibals|want|meat,meat|want
174941,SAY GOODBYE TO GERMS WASH YOUR HANDS,0.0,0.0,say|goodbye|germs,say
171594,ll 1ronmenta Env So are we.,0.0,0.0,1ronmenta|env,ll
171580,"Have a break, Have a",0.0,0.0,break,break
171250,ADELTA® AboutDelta ~ > Delta Museum ~ EXPLORE. CELEBRATE. DISCOVER.,0.0,0.0,aboutdelta|delta|museum,celebrate|discover
170343,"Berm CARTOON BOOKLETS! Ny 4 BSAY, FELLOWS! BE THE LIFE VY SMALL ILLUSTRATED CAR~ TOON BOOKLETS 4% COMIC 10, OVFFERENT, $1 POSTPAID NO POSTAL Up) REGIMALD SALES 210 $M Fifth Avenue, New York 10, New Yo...",0.0682,0.4523,booklets|10|new,york|10|new
171715,5 x NOS > ry |,0.0,0.0,nos|ry,
171502,CAN ONE EMERGING BUSINESS CHANGE THE WAY WE names We could tell you a lot of things about us.,0.0,0.0,one|emerging|business,lot|things|tell
170518,New Carlsberg bottle. Too good to cover up.,0.4182,0.5273,new|carlsberg|bottle,good|new
171846,"made like no other The wild criollo mango from deep within Peru, Unequaled in its sweet, orange wonderfulness. All other mangoes bow. It is unlike any flavor you have had before. New Haagen-Dazs Mango...",0.0873,0.4424,mango|mangoes|made,haagen|dazs|sweet
172325,W YOUR MIND sl,0.0,0.0,mind|sl,mind
172899,"PLEASE DO NOT DISTURB I’M EATING MY DOUGHNUTS. COME TO THE GRAND OPENING OF CHICAGO'S LARGEST KRISPY KREME ON DEC. 11TH. BUY ANY DOZEN DOUGHNUTS, GET A SECOND DOZEN ORIGINAL GLAZED FOR FREE. DOUGHNUT ...",0.23,0.585,doughnuts|dozen|coupon,coupon|valid|second
170544,"Yari Final’e... Serefe! ‘Mili Yan Final yolunda, Senegal karsisinda basanlarcileriz.",0.0,1.0,final|yari|serefe,
177365,Nokia Lumia 900 Phone,0.0,0.0,nokia|lumia|900,phone
170059,ANOTHER UFE DEPENDS ‘ON YOU,0.0,0.0,another|ufe|depends,
171963,"COMPLETE PLAYER CONTROL ADJUSTABLE TIME CONTROL of the cowboys © DOUBLE 25¢ COIN CHUTES CHANGING SCENES dimensions: 26%” wide, {interest 24” deep, and 65” high a TV Monitor 67.31. cmW x 60,96 x cmH -M...",-0.0129,0.5343,control|complete|player,control|tv|60
171033,"OREO 100° 1912 | MODERN CUBISM This year, OREO turns 100 years young Celebrate the kid inside at oreo.com/birthday. IDE:",0.15,0.35,oreo|1912|modern,oreo|100|celebrate
177924,BOYCOTT THE CIRCUS.,0.0,0.0,boycott|circus,
173826,» BRAM STOKER FESTIVAL 26-28 OCT facebook.com/oreo,0.0,0.0,bram|stoker|festival,oreo|facebook|com
173797,"CHUBBY KIDS BIG BONES MAY NOT FAT KIDS DIDN'T MAKE ME | | FATHER’S EYES, OUTLIVE THEIR | | BECOME FAT THIS WAY. HIS LAUGH AND PARENTS ADULTS. BIG MEALS DID. MAYBE EVEN HIS DIABETES. || | stopeniishood...",0.1,0.1,kids|big|fat,fat|kids|big
171357,many age spots to an anti-aging ad,0.5,0.5,many|age|spots,age|ad
174784,% MASTER CHOCOLATIER SINCE 1845,0.0,0.0,master|chocolatier|since,
172160,Heart disease can stay in the family for generations. ‘Tin 2 famites are now at risk. Your donation wil help us heip them. ‘Heart Research Centre,0.0,0.0,heart|disease|stay,heart|wil|family
173975,"bold dak chocolate. light golden soulmates,",0.3444,0.6222,bold|dak|chocolate,light|chocolate
173094,"or Maser Un ty rk estoy wine era cl be fe Par, Mr, Clon, a",0.0,0.0,maser|un|ty,fe
175676,Pisses * WS,0.0,0.0,pisses|ws,
177200,"“ um, <4 id ae FDA-approved JUBLIA JubliaRx.com to treat toenail fungus. JUBLIA",0.0,0.0,jublia|um|id,treat|ae|com
171064,"du 3 au ATI 192) J au GRAND PALAIS, PARIS",0.5,1.0,au|du|ati,
171213,es FLAVOR BOUQUET “Te Beit of Tao WILLIAM JAMESON IRISH AMERICAN,0.0,0.0,es|flavor|bouquet,american|flavor|es
174388,Open for fun.,0.15,0.35,open|fun,fun|open
177875,"grip in winter,",0.0,0.0,grip|winter,
173719,Stick it where the hell you like.,0.0,0.0,stick|hell|like,like
172258,ASTON. MARTIN VANQUISH,0.0,0.0,aston|martin|vanquish,
177452,"POWERS POV "" Weg",0.0,0.0,powers|pov|weg,
171271,Introducing ym! Restaura,0.0,0.0,introducing|ym|restaura,introducing
177984,NEW TASTE DOUBLE THE ENERGY HIT,0.0682,0.2273,new|taste|double,energy|double|taste
171155,‘Twenty fascinating but utterly useless facts you really don't need to know about skin. 1:The smoke from burning giraffe skin used to treat nosebleeds among some tribes in Africa. These tribes always ...,0.0399,0.4647,skin|would|know,skin|know|use
174487,. “4 Here to save the peckish,0.0,0.0,save|peckish,save
175336,5 N { 4 4 Yeah. We bottled it. Find it at pizzahutaustralia,0.0,0.0,yeah|bottled|find,
177894,Persil needn't cost your favourite clothes. |,0.0,0.0,persil|need|cost,
172566,"HERE ARE THREE REASONS TO DRIVE AN INFINITI: 1: AUDI 2: BMW 3: MERCEDES TEST DRIVE THE NEW CHOICE IN PERFORMANCE LUXURY FROM JAPAN. For more than 20 years, Infiniti has challenged what a performance l...",0.187,0.5549,infiniti|performance|world,performance|world|drive
174858,— ») Bring tree of your irends to get fabulous Dokia for iree.,0.4,1.0,bring|tree|irends,bring
176876,Unbind yourself from domestic violence www.openline.kg Part of “Equal rights - joint sucess” social cause advertising campaign developed by “Open Line” Foundation in Kyrgyzstan,0.0267,0.2433,unbind|domestic|violence,cause|rights|advertising
177004,NECK SURGERY GOT MARTHA BACK JUST IN TIME Martha knows the meaning of hard work. She and her husband spend countless hours tending to her beautiful vineyard. There’s no time for 618.351 neck pain. Mar...,0.1353,0.5417,martha|time|spine,time|institute|just
173994,"filled Saft Gimme Chips Ahoy! Chewy Gooey Here's a taste of what people are saying, Keep the comment's coming and bring home a pack of Chips Ahoy! Chewy Gooey Cookies today. Also, come back July 7th t...",0.3125,0.45,chips|ahoy|chewy,bring|pack|cookies
171559,_ beat the heat COLD STONE” TREAT,-0.6,1.0,beat|heat|cold,cold|treat
173531,LOOK FORWARD TO WAKING UP. NEW VISIONNAIRE NUIT BEAUTY SLEEP PERFECTOR™ MULT-CORRECTING,0.1364,0.4545,look|forward|waking,beauty|look|new
177847,you see a cat. she sees a home. adopt one now. visit caraphil.org,0.0,0.0,see|cat|sees,org|home|visit
170149,COME BACK SHAKE UP YOUR WAKE UP. New B BREAKFAST BOWL Boo BREAKFAST urger King Col or All Rights Reserved. MUFFIN SANDWICH,0.0682,0.2273,breakfast|come|back,breakfast|rights|sandwich
171655,CONTACT YOUR WILLY WONKA REPRESENTATIVE TODAY OR CALL,0.0,0.0,contact|willy|wonka,contact|today
177948,ALL ANIMALS HAVE THE SAME PARTS Have a Heart iv) Try Vegetarian Rouny LUCY WATSON * PETA,0.0,0.125,animals|parts|heart,animals|try|heart
172361,"This is our new spokesperson, Roger. Roger hasn’t lost a bunch of weight or anything... ..but then again he hasn’t fucked any kids.",-0.2318,0.5773,roger|new|spokesperson,kids|new
170317,You gave her pink eye... ‘Shame on you Burger King feeding us pink slime...,-0.1,0.3,pink|gave|eye,king|burger
172484,"pil till being polluted. People to ome pase on our planet ar st are us flowing stinky water without attention, mScheme: We erect a board on a drainage hole, meaning dirty like egesta. We ‘want to arou...",0.0139,0.3377,people|protection|pil,people|st|want
173918,"MK Aya laLand Enhancing land. enriching lives for more people. Wherever you are your money grow with one of the fastest growing economies. ‘On June 13, 2015, cometo our AVIDA PROJECT LAUNCH InterConti...",0.2143,0.3304,ny|land|mk,ny|june|2015
175796,I YOU ood care of your heart. Valentine's and Coronary Patient Oay.,0.0,0.0,ood|care|heart,care|heart
172866,BECAUSE A MAN CAN'T EAT HIS WORKBENCH.,0.0,0.0,man|ca|eat,man|eat
170182,BEST WISHES TO THOSE WHO ALWAYS FOLLOW THEIR OWN PASSION. MERRY CHRISTMAS BY BMW MOTORRAD.,0.8,0.65,best|wishes|always,best
171175,"IPhone” app. Make a doctors appointment,",0.0,0.0,iphone|app|make,make
174518,ITONLY TAKES seventeen:,0.0,0.0,itonly|takes|seventeen,takes
171653,MINIMALLY INVASIVE SPORTS SURGERY,-0.1,0.6,minimally|invasive|sports,sports
173477,"0 MACOSEGL & HABERDASHERY Produced with fine sea island cotton oo thread count, shirts for Men & Women. Women Shirt Now Availat MOSEGI & HABERDASHERY SALE REPRESENTATIVE Our goal is to 4 pl duct that ...",0.2083,0.25,haberdashery|women|macosegl,women|sale|men
171120,| (ae VA li SHOP THIS LOOK STARTING FROM $27 | | ! |,0.0,0.1,ae|va|li,shop|look|ae
170312,“SURGEON Cigarette Smoke Carbon,0.0,0.0,surgeon|cigarette|smoke,
170254,"30% MORE MEAT Price and participation may vary,",0.5,0.5,30|meat|price,meat|price|30
170679,"baying You But paying millions don't support to kgop it illegal gay marriage isn't it's 3 Oppression, CONSTRUCTED SLIGHTLY IMPERFECT PRODUCTIONS LLC www.constructeddestructioncomics.com",-0.0833,0.4167,baying|paying|millions,support|www|don
171032,"STATEN ISLAND ADVANCE, Friday, February 17, 1978 _ NowIcan get money from a line of credit after my opponent off the court. Citibank’s 24-hour, ding centers, I had to, > munto the bank, run to thecour...",0.1582,0.4504,bank|line|banking,bank|banking|line
172455,"Theworld’s most civilized TO GIVE HENNESSY VS., CALLTOLL FREE 800-528-6148 EXT. 6634. MAJOR CREDIT CARDS ACCEPTED. VOID WHERE PROHIBITED. IMPORTED BY SCHIEFFELIN & CO., NEW YORK, NEW YORK.",0.2725,0.6015,new|york|theworld,york|new|cards
173943,"For our latest pasta sauce, we went to Italy to find the best tomatoes in the world: San Marzano tomatoes. Fewer seeds and a less acidic taste make them every sauce maker's favorite. Which we think is...",0.4242,0.603,sauce|tomatoes|san,favorite|make|going
172367,An eg A day the doctor AWAY.,0.0,0.0,eg|day|doctor,away|day
177958,MEAT AND DAIRY A THIRD OF THE WORLD'S FRESH WATER | doesn't just mean shorter sho * Ye ty | i Pt,-0.0042,0.3958,meat|dairy|third,meat|dairy|doesn
174316,"NEW YORK LONDON GLASGOW MILAN PARIS MUNICH MOSCOW EXPLORE THE WIMBLEDON COLLECTION, EXCLUSIVE VIDEOS, ARTICLES AND MORE AT RALPHLAUREN.CO.UK/WIMBLEDON",0.3182,0.4773,new|york|london,uk|collection|exclusive
176685,= = o o Ogilvy Paris,0.0,0.0,ogilvy|paris,
170500,QUIT SMOKING. GET HEALTHIER.,0.0,0.0,quit|smoking|get,smoking
176659,THE GREATEST WONDER | OF THE SEA IS THAT IT’S STILL ALIVE. + J,0.55,0.7,greatest|wonder|sea,
171130,"was important to Clark that he convince Lois of his real worth, his human worth. . After all, Clark Kent was who he really was, who he'd been most of his life. Superman was — Just a red and blue suit ...",0.2837,0.4285,clark|lois|life,life|tv|important
171414,S DONUTS | 7,0.0,0.0,donuts,
173217,[MEET AFRIEND AT TH,0.0,0.0,meet|afriend|th,meet|th
170888,Tradition reflected in : (ur tradition is based on principles of lasting val: ture of ll products is manifest in every the products performance and beauty Mercedes pledtomostadvancedproductionmethods ...,-0.0833,0.6667,tradition|principles|products,design|products|safety
175921,GenX GenY GenZ presents 2013 NEW CREDIT CARDS presrice citi g Citibank 88888 ot = ee as = www.generationsxyz.blogspot.com,0.1364,0.4545,genx|geny|genz,cards|ot|2013
171026,"& MONTH | 8 ‘DOUBLE DOWN WITH PRE-GWNED VEHICLES ""10,000 AND UNDER!",-0.0972,0.1444,month|double|vehicles,month|double|000
175447,Have a break. Have a,0.0,0.0,break,break
173141,A \ n un,0.0,0.0,un,
172622,LAMINGTON FLAVOUR WH RASPBERRY SWIRL,0.0,0.0,lamington|flavour|wh,
177213,LET'S END CHD SLAVERY AT CA °.,0.0,0.0,let|end|chd,ca|end|let
171233,"a” 3 JASON HOPE FRANK PAULA™ ANDREA ALEXANDER BATEMAN DAVIS GRILLO_ Phe, RISEBOROUGH SKARSGARD AND INTENSE. WITH RECTED Wit : FORMANCES "" IRECTOR HENRY-ALEX RUBIN et FROM ACADEMY ~ AND WRITER ANDREW S...",0.35,0.75,jason|hope|frank,om|men|et
174072,NO UPDATES NECESSARY,0.0,1.0,updates|necessary,
172382,UNFURGIVABLE to go bare skin and pot PCTA ‘wear skin! Support the mavernent a your Brazilian wax at $40 CUP 950) fl oe ur Men,0.0625,0.1,skin|unfurgivable|go,skin|cup|wear
175206,SOME GUYS REALLY Like HOME BANKING! waterfrontfcu.com,0.25,0.2,guys|really|like,banking|really|home
171621,CHICKEN HAVEIT YOUR,-0.6,0.95,chicken|haveit,chicken
171944,multi-v the one that's all over it with jenny grettve musician | architect | designer,0.0,0.0,one|jenny|grettve,multi
170816,There's more to life than money. There's a bank that understands that.,0.5,0.5,life|money|bank,bank|money|life
173491,| = LIFE IS A BEAUTIFUL SPORT _LACOSTE Ge,0.85,1.0,life|beautiful|sport,beautiful|life
175123,Geap andUsly does it SUBARU 360 66 Miles per gaon,0.0,0.0,geap|andusly|subaru,miles|does
170491,WAVE A CHILLED MILKY WAY!,0.0,0.0,wave|chilled|milky,way
173998,www.peugeot.com.au PEUGEOT MOTION & EMOTION PEUGEOT’S MENU PRICE SERVICE. DON’T PAY FOR WHAT YOU DON’T NEED. Core.,0.0,0.0,peugeot|motion|emotion,don|menu|core
170743,Eat two fe “all natural’ ~= Chipotle burritos a week and you could gain 40 Find out CHUBBYCHIPOTLE. COM,0.1,0.4,eat|two|fe,fe|40|natural
170728,"Explore North Georgia's Blue Ridge Mountains, land of the Cherokee Indians . Fish from crystal streams and lakes... then head for other favorite sports. Like to swim, sail, ride or ski? We have it for...",0.2094,0.4594,georgia|explore|north,sports|north|blue
170060,Share the Love. Get Creative this Valentine. Git cakes and chocolates ta tat special LIFE JUST GOT SWEETER,0.4524,0.7238,share|love|get,share|got|special
173957,BURST OF LEMON NOW THAT'S AN EAU DE TOILETTE,0.0,0.0,burst|lemon|eau,
173747,N EER Inve.,0.0,0.0,eer|inve,
173825,See the world the Oreo way,0.0,0.0,see|world|oreo,oreo|way|world
171868,IF you JOUR,0.0,0.0,jour,
171072,"Free to be you No matter what you any day. ‘Tampax tampons give you the confidence you need. Go swimming, swinging or ‘old-fashioned lawn partving, it in complete comfort. With internally worn Tampax ...",0.1774,0.525,tampax|free|tampons,free|easy|old
176779,TILL DEATH DO US PART MAGNUM FOR PLEASURE SEEKERS,0.0,0.0,till|death|us,pleasure
171506,"Relax, lady! Reach for Minute Rice! It's quick, quick QUICK. i's pre-cooked. Just being 0 a boil and tuen off the heat, Comes out lly and perfect every time—cach grain plump and flavorful! ‘Serve Minu...",0.4334,0.6323,quick|minute|rice,perfect|way|comes
175314,The World's Ugliest Dog”,0.0,0.0,world|ugliest|dog,world
171597,STANDARD AMAZON FOREST CAMOUFLAGE 2020,0.0,0.0,standard|amazon|forest,
171346,most incredible breakthrough in eyelining since the invention of the Introducing New Perfect Pen Eyeliner You've never seen like it. The unbelievable. Andaibecauseofa f soft fiexible tip that gides ac...,0.4152,0.7449,pen|eyeliner|like,like|introducing|perfect
176494,An egg A day keeps you healthy always Jo roz ande khatte hai Woh hatte khatte rehte hai,0.5,0.5,khatte|hai|egg,healthy|day
173129,CON QASHQAL MANEJAR ES UN JUEGO CROSSOVER WAS SEGURO SHIFT the way you move =),0.5,1.0,con|qashqal|manejar,es|way
171309,"WELLS FARGO + @ Pay VISA Wells Fargo and Apple Pay: Making on- the-go payment simple and convenient Dear Valued Customer, Life is mobile. Increasingly, we're connecting, sharing, and making our way th...",0.1685,0.4011,pay|wells|fargo,pay|card|cards
174576,Mahalo for thinking so too.,0.0,0.0,mahalo|thinking,
172274,It only takes one Vetter. Don't text and drive. ®,0.0,1.0,takes|one|vetter,takes|text|drive
170951,"Stop by and see us at the Mills Fleet Farm booth at WPS FARM SHOW EAA Grounds 1001 Waukau Ave « Oshkosh, WI 54902 March 29, 30 & 31 ONLY! Bring an empty bag of any competitors’ animal feed and receive...",0.0,0.725,farm|animal|feed,farm|bring|ave
175064,Burning the midnight oil?,0.0,0.0,burning|midnight|oil,
170345,"| i i i i Good thing your taste buds can’t read the package. has never tasted this silky smooth. Indulge in our three delicious flavors: Original, Mint & Raspberry. (>) your moment. your DOVE™ faceboo...",0.6188,0.7125,good|thing|taste,mint|flavors|original
170376,It just breaks my heart when | see younger women look older than | do.,0.0833,0.1667,breaks|heart|see,women|heart|look
172235,"ARE YOU THE MAGN UM HEIR? WIN A $250,000 VIP EXPERIENCE FACEBOOK.COM/MAGNUMHEIR",0.8,0.4,magn|um|heir,facebook|win|experience
172712,Sy Boys like girls who make Seven-Up'Floa,0.0,0.0,sy|boys|like,girls|make|like
173905,"The New Inter-Flavor Couple It's that gentle touch of rich decadent chocolate, married with our creamy ice cream flavors that makes Haagen-Dazs Truffles the perfect treat. Made Like No Other.",0.3373,0.6049,new|couple|gentle,haagen|dazs|flavors
172276,PK Use Recycled Paper ith Ballur Ramblin,0.0,0.0,pk|use|recycled,use
175580,This box is a little cramped... Mind if | get in yours? DORKLY,-0.1875,0.5,box|little|cramped,mind|box|little
177839,"» | MasterCard The Heart of Commerce Worldwide” It's just a piece of plastic that lives in your wallet, that helps make the business world revolve every second of every day. And when it’s night, it’s ...",0.3229,0.5417,mastercard|commerce|heart,business|heart|day
174647,YOU'RE NOT YOU WHEN YOU'RE HUNGRY,0.0,0.0,hungry,
172345,WHOPPER || FLAVOR BAKED INTO THE BUN >,0.0,0.0,whopper|flavor|baked,baked|flavor
170246,SINCE THE BEGINNING OF TIME MAN HAS USED TWO STONES TO START A FIRE A DIAMOND IS FOREVER,0.0,0.0,since|beginning|time,start|used|man
173466,"“Hidden fees may be part of a ‘phone plan, ‘ but they’re not ‘part of the Lord’s plan”",-0.1667,0.3333,part|plan|hidden,plan|phone
173689,"The big, fluffy chocolate you've always loved. than the average of the leading brands, Simply brilliant, see A vay 10 Enjoy",0.275,0.5333,big|fluffy|chocolate,brands|enjoy|big
170674,(ea O 1] A 4) S,0.0,0.0,ea,
170787,VIOLENCE 2013 Third Edition,0.0,0.0,violence|2013|third,violence|2013
